age,job,marital,education,default,balance,housing,loan,index
32,management,single,secondary,no,138,yes,no,28384
39,services,married,secondary,no,1099,no,no,28385
40,technician,single,secondary,yes,45,no,yes,28386
27,student,single,secondary,no,10536,no,no,28387
46,management,married,primary,no,589,no,no,28388
27,services,married,unknown,no,-209,yes,yes,28389
54,technician,married,secondary,no,433,no,no,28390
35,admin.,married,secondary,no,147,yes,yes,28391
29,management,married,tertiary,no,1258,yes,no,28392
32,blue-collar,single,secondary,no,1139,yes,no,28393
43,services,single,secondary,no,620,no,yes,28394
53,blue-collar,single,primary,no,354,yes,no,28395
33,management,single,tertiary,no,1590,no,no,28396
38,admin.,single,secondary,no,2329,yes,no,28397
37,unemployed,married,secondary,no,1152,no,no,28398
46,retired,married,primary,no,270,yes,yes,28399
40,self-employed,divorced,secondary,no,172,no,no,28400
51,management,married,secondary,no,873,no,no,28401
47,blue-collar,married,primary,no,475,yes,yes,28402
30,admin.,single,secondary,no,1018,yes,no,28403
33,management,single,tertiary,no,-144,no,no,28404
57,admin.,married,unknown,no,596,no,no,28405
28,technician,single,tertiary,no,959,yes,no,28406
38,blue-collar,married,primary,no,406,yes,no,28407
45,blue-collar,married,primary,no,300,yes,no,28408
30,blue-collar,single,secondary,no,229,no,no,28409
28,management,single,tertiary,no,278,no,yes,28410
34,management,married,tertiary,no,349,yes,yes,28411
55,services,divorced,primary,no,2923,yes,no,28412
59,management,single,secondary,no,671,yes,yes,28413
53,services,married,secondary,no,367,yes,yes,28414
52,technician,married,secondary,no,1,no,no,28415
39,technician,married,tertiary,no,1889,no,no,28416
35,management,married,tertiary,no,1100,no,yes,28417
39,entrepreneur,divorced,tertiary,no,208,yes,no,28418
52,unknown,married,tertiary,no,1618,no,no,28419
33,technician,divorced,unknown,no,1279,yes,no,28420
60,retired,divorced,unknown,no,-49,yes,no,28421
27,admin.,single,tertiary,no,954,no,no,28422
29,admin.,single,secondary,no,914,yes,no,28423
45,blue-collar,divorced,secondary,no,1269,yes,no,28424
32,technician,single,tertiary,no,569,no,yes,28425
38,blue-collar,married,secondary,no,2978,yes,no,28426
32,entrepreneur,married,secondary,no,604,no,no,28427
53,retired,divorced,secondary,no,246,yes,no,28428
58,unemployed,divorced,primary,no,414,no,no,28429
38,management,single,tertiary,no,16957,yes,no,28430
28,technician,married,secondary,no,232,yes,yes,28431
39,entrepreneur,single,tertiary,no,1837,no,no,28432
34,services,single,secondary,no,3080,no,no,28433
40,blue-collar,divorced,primary,no,4168,yes,no,28434
26,blue-collar,single,primary,no,155,yes,no,28435
53,admin.,single,secondary,no,393,no,no,28436
43,admin.,single,unknown,no,474,no,no,28437
53,housemaid,married,primary,yes,945,no,no,28438
38,management,married,tertiary,no,1354,yes,no,28439
26,admin.,single,secondary,no,94,no,no,28440
32,admin.,married,secondary,no,342,no,no,28441
55,blue-collar,divorced,secondary,no,-284,no,yes,28442
59,unemployed,single,unknown,no,541,no,no,28443
44,unemployed,married,primary,no,1,no,no,28444
49,management,married,tertiary,no,87,no,no,28445
47,admin.,single,tertiary,no,0,no,no,28446
27,admin.,single,secondary,no,671,yes,no,28447
27,technician,married,secondary,no,2735,yes,no,28448
33,entrepreneur,single,tertiary,no,484,yes,no,28449
34,self-employed,single,tertiary,no,892,yes,no,28450
31,services,single,secondary,no,211,no,no,28451
31,blue-collar,married,secondary,no,326,no,yes,28452
27,technician,single,tertiary,no,667,no,no,28453
27,self-employed,single,tertiary,no,1000,no,no,28454
46,blue-collar,married,secondary,no,-3,yes,no,28455
31,technician,married,tertiary,no,81,yes,no,28456
36,self-employed,single,tertiary,no,4634,no,no,28457
31,blue-collar,divorced,secondary,no,6,yes,no,28458
30,admin.,single,secondary,no,1009,yes,no,28459
28,admin.,single,secondary,no,1823,no,no,28460
31,services,single,secondary,no,1015,no,no,28461
38,unemployed,single,tertiary,no,560,no,no,28462
57,unemployed,married,unknown,no,381,no,no,28463
29,management,married,tertiary,no,314,yes,no,28464
26,self-employed,single,tertiary,no,-101,no,yes,28465
26,services,single,secondary,no,397,no,no,28466
28,technician,single,secondary,no,250,no,yes,28467
51,housemaid,single,primary,no,723,no,no,28468
28,blue-collar,single,secondary,no,1955,no,no,28469
36,technician,married,secondary,no,659,yes,no,28470
26,student,single,unknown,no,826,no,no,28471
60,technician,divorced,secondary,no,615,yes,no,28472
33,technician,single,secondary,no,145,yes,no,28473
31,self-employed,married,tertiary,no,229,no,no,28474
45,technician,married,secondary,no,398,yes,no,28475
27,unemployed,single,primary,no,1459,yes,no,28476
56,management,single,tertiary,no,6507,yes,yes,28477
32,blue-collar,divorced,secondary,no,98,yes,no,28478
28,management,single,tertiary,no,882,no,yes,28479
40,technician,married,secondary,no,56,yes,yes,28480
26,student,single,secondary,no,1346,no,no,28481
29,entrepreneur,single,tertiary,no,430,no,yes,28482
30,entrepreneur,divorced,tertiary,no,1192,no,no,28483
26,blue-collar,single,secondary,no,2613,no,no,28484
33,services,single,tertiary,no,-452,no,no,28485
42,blue-collar,married,secondary,no,227,yes,yes,28486
27,services,married,secondary,no,834,no,no,28487
58,blue-collar,married,secondary,no,1298,yes,no,28488
28,technician,single,secondary,no,527,yes,no,28489
30,blue-collar,single,secondary,no,-61,no,no,28490
51,housemaid,married,secondary,no,1270,no,no,28491
31,entrepreneur,single,tertiary,no,137,no,no,28492
26,technician,single,secondary,no,252,no,no,28493
41,management,married,tertiary,no,-29,no,no,28494
52,blue-collar,married,secondary,no,408,no,no,28495
30,services,single,secondary,no,1923,no,yes,28496
32,management,married,tertiary,no,2213,no,no,28497
49,management,single,tertiary,no,145,yes,no,28498
47,management,married,tertiary,yes,-337,no,yes,28499
27,technician,single,secondary,no,261,yes,no,28500
46,services,married,secondary,no,2202,yes,no,28501
28,technician,single,tertiary,no,-214,yes,no,28502
26,technician,single,tertiary,no,1274,no,no,28503
57,management,divorced,tertiary,no,-676,yes,yes,28504
43,management,divorced,tertiary,no,3578,no,no,28505
40,management,single,tertiary,no,732,no,no,28506
32,technician,single,unknown,no,317,yes,no,28507
38,technician,divorced,secondary,no,531,no,no,28508
30,services,single,secondary,no,9,no,yes,28509
45,self-employed,married,tertiary,no,125,no,no,28510
27,technician,single,tertiary,no,-152,yes,yes,28511
44,entrepreneur,divorced,secondary,no,-600,yes,yes,28512
27,technician,single,secondary,no,18,no,no,28513
42,unemployed,single,primary,no,5717,no,no,28514
26,technician,single,tertiary,no,1996,no,no,28515
27,management,single,tertiary,no,170,no,no,28516
29,technician,single,tertiary,no,370,yes,no,28517
31,blue-collar,single,tertiary,no,403,no,no,28518
31,management,married,secondary,no,0,no,no,28519
29,management,married,tertiary,no,266,yes,no,28520
55,technician,married,unknown,no,574,yes,no,28521
56,entrepreneur,divorced,primary,no,29,no,no,28522
30,services,single,secondary,no,334,no,no,28523
43,management,divorced,tertiary,no,99,no,no,28524
27,student,single,unknown,no,6424,no,no,28525
28,management,single,tertiary,no,203,no,no,28526
44,management,married,secondary,no,488,no,yes,28527
30,management,married,tertiary,no,24,yes,no,28528
34,blue-collar,married,secondary,no,-211,yes,no,28529
33,blue-collar,married,primary,no,902,yes,no,28530
30,technician,married,tertiary,no,141,no,no,28531
28,management,single,secondary,no,1861,no,no,28532
36,technician,married,secondary,no,1508,no,no,28533
30,technician,married,secondary,no,743,no,no,28534
26,technician,single,tertiary,no,43,yes,yes,28535
28,student,single,secondary,no,24,yes,no,28536
30,management,married,tertiary,no,350,no,no,28537
30,services,married,unknown,no,840,no,no,28538
27,services,married,secondary,no,1,no,no,28539
35,admin.,single,secondary,no,1836,no,no,28540
30,technician,single,secondary,no,0,no,no,28541
48,management,divorced,tertiary,no,657,no,yes,28542
34,technician,married,tertiary,no,297,yes,no,28543
35,technician,divorced,secondary,yes,362,no,no,28544
33,services,single,secondary,no,772,yes,no,28545
26,blue-collar,married,secondary,no,145,no,no,28546
30,management,married,tertiary,no,112,yes,no,28547
44,technician,single,tertiary,no,900,yes,no,28548
36,management,divorced,tertiary,no,425,yes,yes,28549
57,management,divorced,tertiary,no,1016,yes,no,28550
49,unemployed,married,primary,no,518,no,no,28551
38,blue-collar,married,secondary,no,220,yes,no,28552
26,student,single,secondary,no,352,no,no,28553
29,management,married,tertiary,no,1366,yes,no,28554
32,services,married,secondary,no,356,yes,no,28555
54,self-employed,divorced,tertiary,no,0,yes,yes,28556
26,services,single,secondary,no,335,no,no,28557
37,management,divorced,secondary,no,414,no,no,28558
37,blue-collar,single,secondary,no,6,no,no,28559
29,management,single,tertiary,no,536,no,no,28560
50,blue-collar,married,primary,no,2142,yes,no,28561
34,admin.,single,tertiary,no,2045,no,no,28562
40,technician,single,secondary,no,822,yes,yes,28563
36,services,single,secondary,no,948,no,yes,28564
32,technician,single,secondary,no,337,yes,no,28565
48,technician,married,secondary,no,101,yes,no,28566
36,entrepreneur,married,secondary,no,0,yes,no,28567
31,entrepreneur,married,secondary,no,15,no,yes,28568
53,self-employed,married,primary,no,127,no,no,28569
30,technician,single,secondary,no,133,yes,no,28570
41,blue-collar,married,secondary,no,140,yes,no,28571
31,services,single,secondary,no,-250,no,yes,28572
33,admin.,single,tertiary,no,2,no,no,28573
45,technician,single,secondary,no,-55,no,no,28574
52,blue-collar,married,primary,no,967,no,no,28575
31,technician,single,secondary,no,304,no,no,28576
27,blue-collar,single,secondary,yes,81,no,yes,28577
47,blue-collar,married,primary,no,613,yes,no,28578
37,entrepreneur,married,tertiary,no,1284,yes,no,28579
48,unemployed,married,primary,yes,-6,no,no,28580
33,blue-collar,single,secondary,no,56,yes,no,28581
51,management,married,tertiary,no,-898,no,no,28582
27,admin.,married,secondary,no,102,yes,no,28583
31,technician,married,tertiary,no,702,no,yes,28584
30,services,single,secondary,no,3405,no,no,28585
38,blue-collar,married,secondary,no,99,no,no,28586
45,blue-collar,single,primary,no,999,no,no,28587
37,management,married,tertiary,no,410,no,no,28588
45,admin.,married,primary,no,-407,yes,yes,28589
28,technician,married,tertiary,no,203,no,yes,28590
32,blue-collar,married,primary,no,2291,yes,yes,28591
37,technician,married,secondary,no,1120,yes,no,28592
31,entrepreneur,married,tertiary,no,312,no,no,28593
45,blue-collar,married,primary,no,185,yes,no,28594
48,management,married,tertiary,no,998,yes,no,28595
47,blue-collar,single,secondary,no,263,yes,yes,28596
29,unemployed,single,secondary,no,12,yes,no,28597
46,services,divorced,secondary,no,5,yes,yes,28598
31,services,married,secondary,no,0,yes,no,28599
30,services,single,secondary,yes,-261,yes,no,28600
57,retired,married,secondary,no,939,no,yes,28601
33,services,married,secondary,no,554,yes,no,28602
33,admin.,single,secondary,no,303,no,no,28603
31,blue-collar,married,secondary,no,519,yes,no,28604
45,management,married,secondary,no,25,no,no,28605
32,blue-collar,married,secondary,no,-460,yes,yes,28606
46,management,single,tertiary,no,593,yes,no,28607
37,admin.,single,secondary,no,796,yes,no,28608
27,blue-collar,single,secondary,no,1049,no,no,28609
38,management,married,tertiary,no,358,no,no,28610
57,technician,divorced,secondary,no,77,yes,yes,28611
33,management,single,tertiary,no,-53,no,no,28612
57,technician,married,secondary,no,2550,no,no,28613
47,retired,married,tertiary,no,1225,yes,yes,28614
44,services,married,secondary,no,133,no,no,28615
41,management,single,tertiary,no,869,no,no,28616
39,management,single,tertiary,no,4023,yes,no,28617
38,technician,single,secondary,no,211,yes,no,28618
28,technician,single,secondary,no,8,yes,no,28619
31,technician,divorced,secondary,no,0,no,no,28620
39,technician,divorced,secondary,no,1333,yes,yes,28621
31,entrepreneur,married,secondary,no,10,yes,yes,28622
49,management,single,secondary,no,61,yes,no,28623
33,blue-collar,divorced,secondary,no,880,yes,yes,28624
28,services,single,secondary,no,298,no,no,28625
32,management,single,tertiary,no,316,yes,no,28626
31,admin.,single,secondary,no,0,no,no,28627
39,blue-collar,married,secondary,no,360,yes,no,28628
28,admin.,single,secondary,no,775,no,no,28629
54,admin.,married,secondary,no,263,no,yes,28630
26,self-employed,single,tertiary,no,211,no,no,28631
39,blue-collar,married,secondary,no,472,yes,no,28632
33,technician,single,secondary,no,-96,no,no,28633
35,blue-collar,single,secondary,no,297,yes,no,28634
31,blue-collar,married,secondary,no,99,yes,no,28635
32,technician,married,secondary,no,0,no,no,28636
26,blue-collar,single,secondary,no,249,yes,no,28637
39,blue-collar,divorced,secondary,no,33,no,no,28638
31,management,single,tertiary,no,1724,yes,no,28639
31,services,single,secondary,no,442,yes,no,28640
37,management,single,tertiary,no,-70,no,yes,28641
46,management,divorced,tertiary,no,-154,yes,yes,28642
56,housemaid,married,primary,no,2666,yes,yes,28643
26,admin.,single,secondary,no,1200,no,no,28644
27,technician,single,secondary,no,223,no,yes,28645
39,self-employed,married,secondary,no,656,no,no,28646
34,technician,married,secondary,no,1137,no,no,28647
27,self-employed,single,tertiary,no,139,no,no,28648
31,unemployed,single,tertiary,no,498,no,no,28649
29,management,single,tertiary,no,475,no,no,28650
31,blue-collar,single,primary,no,3466,yes,no,28651
32,admin.,divorced,secondary,no,678,no,no,28652
29,unemployed,single,primary,no,115,no,no,28653
39,management,single,tertiary,no,313,no,yes,28654
29,management,married,tertiary,no,-346,no,no,28655
30,self-employed,married,unknown,no,1712,no,no,28656
29,management,single,tertiary,no,1218,no,no,28657
39,admin.,single,secondary,no,163,yes,no,28658
28,self-employed,single,secondary,no,1166,no,yes,28659
28,management,single,tertiary,no,185,no,no,28660
27,management,single,primary,yes,13,no,no,28661
32,services,married,secondary,no,-509,yes,no,28662
34,management,married,tertiary,no,1310,no,no,28663
34,management,married,tertiary,no,-422,yes,no,28664
30,technician,single,tertiary,no,6683,no,no,28665
36,services,married,secondary,no,1053,yes,no,28666
31,services,single,secondary,no,297,no,no,28667
44,blue-collar,married,secondary,no,1308,no,no,28668
28,blue-collar,married,secondary,no,-26,no,yes,28669
35,blue-collar,married,secondary,no,6411,yes,yes,28670
32,services,married,secondary,no,605,yes,no,28671
44,technician,married,secondary,no,1139,yes,no,28672
27,services,married,secondary,no,1304,no,no,28673
35,technician,single,secondary,no,951,yes,no,28674
30,services,married,secondary,no,2212,yes,no,28675
26,admin.,single,secondary,no,1348,no,no,28676
47,management,divorced,tertiary,no,697,yes,no,28677
36,self-employed,single,tertiary,no,583,no,no,28678
46,management,married,unknown,no,802,yes,no,28679
57,retired,married,primary,no,641,no,yes,28680
34,blue-collar,married,secondary,no,34,no,no,28681
47,unemployed,married,primary,no,168,yes,no,28682
41,blue-collar,married,primary,no,2007,yes,no,28683
36,unemployed,married,secondary,no,-35,no,no,28684
34,technician,married,secondary,no,508,no,no,28685
29,services,single,secondary,no,-205,no,no,28686
28,admin.,married,secondary,no,-247,yes,yes,28687
29,admin.,single,secondary,no,1751,no,no,28688
60,technician,married,tertiary,no,-71,yes,yes,28689
51,admin.,single,tertiary,no,16,yes,no,28690
46,unemployed,single,secondary,no,2052,no,no,28691
26,services,single,secondary,no,49,no,no,28692
26,housemaid,married,tertiary,no,543,no,no,28693
35,services,single,secondary,no,49,no,no,28694
28,self-employed,single,secondary,no,242,yes,no,28695
